region,year,month,profit
Central,2017,6,-6.089
Central,2017,6,-26.1696
South,2015,3,5.3721
South,2015,3,14.9156
South,2015,3,6.3504
South,2015,3,7.68
South,2015,3,8.4942
West,2015,8,-0.9486
West,2015,8,-6.5415
West,2017,5,23.7168
West,2016,7,3.0861
West,2016,7,8.3868
West,2016,7,25.792
West,2015,2,7.209
West,2016,3,13.132
West,2018,9,6.552
West,2018,9,-2.9566
West,2016,11,8.694
Central,2015,12,3.7408
Central,2015,12,20.7459
Central,2018,2,1.8144
Central,2018,2,23.7742
Central,2018,2,-26.085
Central,2018,2,146.79
South,2018,11,14.4495
Central,2018,9,3.2214
Central,2018,9,-77.333
Central,2018,9,-10.15
Central,2018,9,88.485
Central,2018,6,16.704
Central,2017,7,3.1212
Central,2017,7,51.8312
South,2016,4,148.1064
South,2016,4,4.57
South,2016,4,119.686
South,2016,4,125.5824
West,2016,4,215.9892
West,2016,2,80.838
West,2017,9,3.72
West,2017,9,15.408
West,2017,9,65.435
West,2018,11,11.8728
East,2015,9,7.0218
East,2015,9,6.2608
East,2016,9,-2.8608
East,2016,9,-29.4368
West,2017,7,449.985
Central,2017,4,3.2224
South,2015,1,746.4078
South,2015,1,274.491
South,2015,1,1.4796
South,2015,1,113.6742
South,2015,1,204.1092
South,2015,1,0.3112
South,2015,1,3.0084
West,2017,9,5.751
East,2015,9,6.924
East,2015,12,-108.2662
Central,2018,12,0.868
Central,2018,12,12.691
East,2016,12,14.651
East,2016,12,517.4793
East,2016,12,-105.3164
West,2018,11,6.2208
West,2016,9,33.0708
East,2018,11,5.997
Central,2018,9,3.21
Central,2018,9,-65.853
Central,2018,9,-4.2012
West,2018,7,1.4456
West,2018,7,49.8042
West,2018,7,2.3312
West,2018,7,20.8568
West,2018,7,7.9128
West,2018,7,19.7358
West,2018,7,52.9173
West,2018,3,2.0672
West,2018,3,18.5391
East,2017,1,11.68
Central,2018,6,-18.8728
West,2015,11,5.2182
West,2015,11,105.2468
East,2018,7,3.3524
East,2018,7,-377.9892
East,2018,7,4.653
East,2018,7,148.845
East,2018,7,17.9592
East,2018,7,2.132
South,2018,12,13.5056
South,2018,12,62.321
South,2018,12,7.4824
South,2018,12,48.3285
South,2018,12,0.6056
South,2018,12,2.6496
South,2018,12,629.991
East,2017,9,-7.46
East,2017,9,-6.4944
East,2017,9,-1.2178
West,2015,9,7.6048
West,2015,9,148.704
West,2018,9,33.0648
West,2018,9,2.9568
West,2018,9,16.146
West,2018,9,5.538
West,2018,9,314.2719
West,2017,6,-13.3176
West,2017,6,54.3528
South,2018,2,-22.1382
South,2018,2,5.798
West,2018,3,8.019
Central,2018,12,-14.2716
West,2017,2,33.3136
West,2018,12,12.8574
West,2018,12,-24.416
West,2018,12,-363.528
West,2018,12,4.9616
West,2018,12,0
West,2018,12,-14.34
West,2018,12,68.001
Central,2015,10,71.9952
Central,2015,10,66.1451
Central,2015,10,-19.168
Central,2015,10,-1.5715
Central,2017,9,-11.6622
East,2015,11,17.37
East,2015,11,216.8244
East,2015,11,4.536
East,2015,11,12.4416
East,2015,5,-216.9783
East,2015,5,5.301
Central,2018,11,72.8088
Central,2018,11,224.073
East,2015,11,154.8426
East,2015,11,82.2906
East,2015,11,9.8208
East,2017,12,0
Central,2017,9,0
West,2018,10,13.5626
West,2017,1,-59.8356
West,2017,1,7.7728
Central,2018,4,8.3958
Central,2018,4,7.2576
West,2015,12,11.907
West,2015,12,23.0864
West,2015,12,7.2
South,2015,10,9.735
South,2015,10,112.3508
South,2015,10,0.8804
West,2016,12,4.4392
West,2016,12,40.12
West,2015,11,15.0984
West,2015,11,4.6193
Central,2017,12,112.788
East,2016,11,735.0336
East,2016,11,4.485
East,2016,8,15.8571
East,2016,4,2.8392
South,2015,3,909.9818
South,2015,3,6.624
South,2015,3,60.2553
South,2015,3,2.7028
South,2015,3,59.0112
West,2018,11,5.193
Central,2016,9,12.8744
East,2017,9,11.6496
East,2017,9,-19.3382
East,2017,9,-63.3765
Central,2018,4,70.4928
Central,2018,4,18.28
West,2016,6,22.5576
West,2015,9,0.4592
West,2015,9,4.782
West,2015,9,13.078
West,2015,9,-21.945
West,2015,9,46.47
West,2015,9,16.776
East,2017,7,6.2208
Central,2017,5,-33.3582
Central,2017,5,-1.6752
Central,2017,5,97.3026
Central,2018,12,19.824
West,2018,5,12.4416
West,2018,5,6.6584
West,2015,2,9.3312
Central,2016,2,4.293
Central,2016,2,1.8011
Central,2016,2,1.728
East,2016,8,4.6221
South,2015,11,-4.428
East,2017,12,8.7138
East,2017,12,220.987
West,2018,10,9.4788
West,2018,10,7.196
West,2015,11,47.243
West,2015,11,54.4008
West,2015,11,2.604
East,2015,7,11.0544
Central,2016,5,245.7
Central,2016,5,19.5858
West,2016,11,28.4928
West,2016,11,-1.459
West,2016,11,5.369
Central,2015,3,113.3055
Central,2015,3,88.1804
Central,2015,3,-9.093
South,2018,12,314.0384
South,2018,12,5.8891
South,2018,12,10.0282
South,2018,12,87.2842
South,2018,12,77.625
East,2018,3,15.4752
East,2018,3,27.2412
East,2018,3,101.6508
East,2018,3,33.3396
West,2017,10,-938.28
West,2017,10,-14.92
West,2017,10,-9.1816
West,2017,10,0.8495
West,2016,4,89.2224
South,2015,9,-571.9956
West,2017,3,1.6472
West,2017,3,84.502
East,2016,12,-464.697
East,2016,12,6.7068
Central,2018,8,-13.4379
Central,2018,8,-25.109
South,2016,3,5.4768
West,2016,11,29.1456
West,2016,11,12.4416
West,2015,4,31.0184
West,2015,4,76.9816
East,2018,7,-53.7432
Central,2018,6,25.872
Central,2015,1,-53.7096
Central,2015,1,-18.2525
West,2018,9,25.792
South,2018,9,2.786
South,2015,10,10.3936
East,2017,10,13.984
East,2017,10,2591.9568
East,2017,10,34.539
East,2016,11,19.2384
East,2016,11,28.1718
East,2016,11,88.3932
East,2016,11,32.4862
East,2016,11,4.6764
East,2016,11,69.705
East,2016,11,0
West,2018,5,41.2938
South,2015,10,4.9878
East,2015,12,91.9508
East,2015,12,7.0218
East,2015,12,742.632
East,2015,12,78.6508
East,2015,12,151.47
Central,2016,4,41.496
Central,2016,4,1906.485
East,2016,2,9.5787
East,2016,2,187.797
Central,2017,11,329.4081
Central,2017,11,8.304
Central,2017,11,62.4
South,2018,7,50.3832
South,2018,7,157.1292
South,2018,7,6.2208
West,2015,12,44.4
West,2015,12,35.9964
West,2017,3,14.6902
Central,2018,7,59.4355
Central,2018,7,-8.1096
East,2018,12,467.9922
East,2018,12,2.2155
East,2018,12,6.6846
East,2018,12,8.1216
East,2018,12,-52.6582
Central,2017,8,5.6644
Central,2017,8,58.7916
Central,2017,8,98.5248
Central,2017,8,163.1898
Central,2017,8,2.5056
West,2018,10,4.2048
East,2015,10,0.5097
East,2015,10,-9.5886
West,2016,4,32.925
South,2018,10,15.5904
South,2018,10,-29.4368
South,2018,10,16.1838
West,2015,12,72.5754
East,2018,11,0.5097
West,2016,1,9.25
West,2016,1,-1.3566
West,2018,9,51.1872
East,2016,1,15.4752
East,2016,1,8.2156
East,2016,1,4.6088
West,2018,4,12.222
Central,2016,9,-2.5698
East,2017,9,17.891
East,2017,9,-4.8448
East,2017,9,-82.884
East,2016,3,6.3072
Central,2017,11,4.2408
South,2017,9,-75.5958
West,2018,6,-25.4744
Central,2018,9,35.89
Central,2018,6,3.7408
East,2017,5,5.5216
West,2018,9,5.2164
West,2017,8,9.3312
East,2015,5,26.388
South,2018,12,1.4256
East,2018,7,43.176
West,2015,11,3.0268
West,2015,11,28.497
West,2016,9,13.17
West,2018,8,12.4416
East,2017,6,3.7412
East,2017,6,153.0819
East,2017,6,2.8536
Central,2016,12,4.779
East,2016,5,0.3024
South,2016,6,19.4688
South,2016,6,58.5052
South,2016,6,16.608
South,2016,6,140.391
South,2016,6,15.8496
South,2016,11,1.068
East,2016,12,0.3384
South,2018,11,93.884
South,2018,11,107.79
East,2018,11,12.208
East,2018,11,30.99
Central,2017,10,5.4432
South,2015,12,13.7176
Central,2018,12,3.6288
West,2018,9,0.556
South,2016,2,35.0244
East,2018,8,373.779
East,2018,8,59.373
West,2016,8,0.7152
South,2018,11,9.352
West,2017,8,90.9762
West,2017,8,13.788
East,2017,11,-304.392
East,2017,11,-6599.978
East,2017,11,11.9952
West,2017,4,2.8764
West,2015,12,2.9646
West,2015,12,3.6156
West,2015,12,13.8915
West,2015,12,13.896
South,2017,4,55.0584
South,2017,4,7.9812
Central,2016,3,-14.5656
South,2017,11,3.9592
South,2017,11,-292.1
South,2017,11,-34.758
East,2015,11,11.7782
Central,2017,5,-4.7685
Central,2017,5,2.4675
Central,2017,5,-10.1736
Central,2017,5,9.54
East,2018,9,-3.3894
Central,2017,12,-2.88
Central,2018,10,-1.4994
West,2016,12,15.876
West,2016,12,48.94
Central,2016,7,30.7168
East,2016,10,13.181
East,2018,3,22.0947
East,2018,3,136.2971
East,2018,3,2.3094
East,2018,6,-77.1267
West,2015,3,14.5728
South,2016,9,4.2
South,2016,9,-63.0056
South,2016,9,-4.767
South,2016,9,0.3168
South,2016,9,-2.5632
South,2017,1,-24.6624
South,2017,1,5.952
South,2017,1,10.8784
East,2017,2,2.1465
East,2017,2,2.0748
East,2017,2,-47.1798
East,2017,2,4.6464
West,2018,6,140.9568
West,2018,6,-3.504
West,2017,10,29.4372
West,2017,10,17.5812
West,2017,10,1644.2913
West,2018,1,5.6832
East,2018,12,160.0398
South,2017,10,6.9795
East,2015,8,2.5056
East,2015,8,52.4895
West,2015,5,17.466
East,2016,2,15.147
Central,2018,10,38.1576
Central,2018,10,3.2214
West,2016,4,6.3936
West,2016,4,15.4752
West,2016,4,38.997
West,2016,4,17.6232
Central,2017,5,1.9136
South,2016,1,2.132
West,2016,4,-15.098
West,2016,4,41.993
West,2016,9,-11.5176
West,2016,9,5.796
West,2016,9,57.5928
Central,2015,3,2.8764
Central,2015,3,106.6248
East,2017,7,13.788
South,2015,4,26.703
South,2015,4,34.2144
Central,2018,7,-21.3264
South,2016,9,69.705
South,2016,9,561.564
Central,2017,2,-6.8816
Central,2017,5,-3.7872
Central,2017,5,-3.168
Central,2017,5,1.764
Central,2015,12,2.9568
Central,2015,12,-53.0088
West,2016,12,4.8804
South,2018,12,89.7792
South,2018,12,23.4
East,2015,5,8.9544
East,2015,5,134.56
East,2015,5,77.8635
East,2015,5,17.982
East,2018,3,-12.352
West,2016,10,3.401
West,2016,10,0
West,2016,7,-64.7748
West,2016,7,6.7048
West,2016,7,49.716
West,2016,7,-191.646
West,2015,11,79.8912
West,2017,5,6.1548
South,2018,7,-2.7
East,2018,9,8.8624
West,2017,10,2.9568
West,2017,10,102.9528
West,2017,10,3.852
West,2017,10,45.9754
West,2018,9,11.2752
West,2018,9,0.8382
South,2016,3,1.764
Central,2017,11,-302.72
East,2017,6,-118.0116
West,2018,12,1.0008
West,2018,12,10.5534
West,2018,12,14.0712
West,2018,12,3.741
West,2018,12,5.915
West,2018,12,7.0128
West,2018,12,3.344
West,2018,12,4.6552
West,2017,8,15.552
South,2017,12,5.3703
South,2017,12,171.9914
South,2017,12,137.54
South,2017,12,49.9704
East,2018,7,4.35
East,2018,6,40.376
East,2018,6,3.0576
East,2018,6,219.4416
South,2018,8,30.6054
South,2018,8,-1237.8462
South,2018,8,9.12
South,2018,8,0.4752
South,2018,8,0
South,2018,8,4.797
South,2018,8,47.6604
Central,2016,11,26.824
East,2018,3,27.882
Central,2016,10,1.674
Central,2016,10,-6.93
West,2017,7,178.91
West,2017,12,6.7176
West,2017,12,5.9184
West,2017,12,7.308
West,2017,12,-12.098
Central,2017,4,-31.8612
East,2018,8,1.9272
East,2018,6,1668.205
East,2018,6,8.1072
East,2016,11,-93.4724
Central,2018,9,3.798
West,2016,7,7.4256
East,2018,9,10.8136
East,2018,9,10.7964
East,2018,3,81.921
South,2018,9,38.396
South,2018,9,-11.418
South,2017,8,10.7136
South,2017,8,51.8
East,2018,11,1.3365
East,2018,11,170.997
East,2018,11,9.1746
Central,2018,7,-4.2588
East,2017,3,17.856
West,2017,7,23.028
West,2017,7,34.294
West,2018,8,11.68
West,2018,8,8.997
West,2018,8,3.852
West,2018,8,4.872
West,2018,8,654.7554
West,2018,8,140.5482
West,2018,8,77.3696
West,2017,12,-9.1602
West,2017,12,35.048
Central,2018,12,-59.373
Central,2018,12,5.0274
Central,2018,12,2.3808
Central,2018,12,-65.568
Central,2018,12,-5.0688
Central,2015,3,-3.5325
Central,2015,3,0
Central,2015,3,-34.9536
Central,2015,3,-22.6716
East,2016,11,2.244
East,2016,11,249.9104
East,2015,4,2.6784
East,2015,4,3.0576
West,2018,10,-59.8356
West,2018,10,6.854
West,2018,10,4.108
West,2018,10,26.973
West,2018,10,5.1588
West,2018,10,2.6973
South,2018,11,-19.323
South,2018,11,-16.1856
South,2018,11,48.632
South,2018,11,7.2576
South,2018,11,14.5152
West,2016,3,16.68
West,2017,10,-190.8522
West,2017,10,-2.9985
West,2017,10,13.5882
East,2016,8,-112.6216
East,2016,8,-5.4558
East,2016,8,3.6288
East,2016,8,-1.9068
East,2016,8,0
East,2016,8,-2.7588
East,2016,8,3.21
South,2015,5,197.991
South,2015,5,32.9817
West,2016,8,1.6588
Central,2015,1,5.5512
East,2015,9,22.1184
East,2015,9,76.47
Central,2018,1,4.914
Central,2018,1,0.8856
West,2017,4,2.808
East,2017,7,43.176
Central,2017,8,11.592
Central,2017,8,17.6673
Central,2017,8,4.1916
Central,2017,8,0.891
South,2017,6,-26.624
South,2017,6,2.308
West,2016,11,-3.4272
West,2016,11,-247.7988
West,2016,11,-7.3692
West,2018,11,87.89
West,2018,11,20.9148
West,2015,5,3.8976
West,2015,5,19.0344
Central,2016,11,76.5484
West,2016,12,128.9742
West,2016,12,0.5152
East,2015,12,78.851
East,2015,12,15.5856
East,2015,12,3.2406
West,2017,10,0.9336
Central,2016,11,5.4124
Central,2016,11,49.9704
Central,2016,11,383.931
East,2015,3,41.1528
West,2016,6,15.743
East,2018,5,207.475
East,2018,5,13.2
East,2018,5,1.4805
East,2018,5,6.0288
East,2015,9,12.8928
East,2015,9,2.6964
West,2018,10,4.6193
Central,2018,11,20.975
Central,2018,11,5.7624
Central,2015,7,-12.9792
Central,2015,7,29.673
Central,2015,7,-93.99
Central,2015,7,-1.827
East,2016,9,50.5632
East,2016,9,1.576
East,2016,9,6.7966
East,2016,9,108.1752
Central,2017,10,-9.282
Central,2017,1,-10.9611
Central,2017,1,9.072
Central,2016,6,16.1838
Central,2016,6,-1.476
Central,2016,6,-20.7306
Central,2016,6,1.6704
East,2016,9,16.956
South,2018,7,10.8966
West,2018,6,5.1294
West,2018,8,38.8704
West,2018,8,34.3548
West,2018,8,11.613
East,2018,3,24.9132
East,2018,3,11.7568
West,2018,9,106.9578
East,2017,9,129.7725
East,2017,12,-1.476
South,2018,11,5.2884
East,2017,7,197.9208
East,2015,9,-4.577
East,2015,9,4.7664
East,2015,9,3.1032
East,2015,7,4.485
East,2018,9,-1.8585
West,2016,8,267.705
West,2016,8,28.9568
West,2016,8,29.1528
West,2016,8,13.959
West,2016,8,15.1116
West,2016,8,1.7472
East,2016,9,28.858
East,2016,9,8.8624
East,2017,11,71.2692
East,2017,11,100.7916
East,2017,11,6.2208
East,2017,11,5.841
East,2017,11,89.9548
West,2016,10,86.3892
West,2016,10,6.0876
Central,2018,1,-107.958
Central,2018,1,-187.3815
Central,2018,1,-26.6352
Central,2018,1,2.2288
Central,2018,1,-9.705
Central,2018,1,-22.6842
Central,2018,1,-38.8212
South,2016,6,9.3228
South,2016,6,74.691
South,2016,6,18
East,2017,11,46.9952
West,2016,10,47.6268
West,2016,10,47.8152
West,2016,10,20.388
West,2016,10,-10.4874
West,2016,10,-161.694
South,2017,10,18.33
South,2018,4,5.265
West,2017,9,1.1808
West,2016,7,12.974
East,2016,8,20.1708
West,2015,12,70.0336
West,2016,12,2.8224
East,2018,11,32.97
West,2018,7,10.5072
West,2018,7,12.052
West,2018,7,6.2208
West,2018,7,32.893
West,2018,12,34.2925
West,2018,12,1.926
West,2017,3,5.1015
West,2017,3,377.73
West,2016,5,3.7996
West,2016,5,334.4985
West,2016,5,29.3412
West,2016,5,58.1796
Central,2018,2,-17.0274
Central,2018,2,52.632
Central,2018,2,-87.6672
East,2018,12,-58.5048
Central,2018,11,20.844
Central,2018,11,-25.4772
Central,2017,12,-17.745
Central,2017,12,-30.8672
Central,2017,12,-1.2178
Central,2018,10,2.322
West,2018,8,41.4456
Central,2018,11,7.9896
West,2018,6,100.4255
Central,2018,7,-75.192
West,2017,11,10.9096
West,2017,11,0
West,2017,11,11.0264
East,2015,12,9.585
East,2015,12,125.9972
West,2018,9,-28.2744
Central,2016,2,-4.9878
Central,2016,2,4.4004
Central,2016,2,-125.766
Central,2018,8,-43.848
West,2015,7,15.0984
West,2015,7,5.8604
West,2015,7,3.8048
West,2015,7,160.623
Central,2016,10,-70.9605
West,2016,2,17.3148
West,2016,2,41.2237
South,2017,8,-255.5875
East,2015,11,21.4776
East,2017,7,1.2672
East,2017,7,24.857
East,2017,7,6.7048
West,2017,2,7.2177
West,2017,2,50.3658
West,2017,2,6.9716
West,2017,2,-31.9936
Central,2015,6,155.727
Central,2015,6,1.6896
South,2018,6,23.0864
West,2017,12,9.8784
Central,2015,1,5.0196
Central,2015,1,39.7488
West,2018,3,4.872
West,2018,3,9.6192
West,2018,3,6719.9808
East,2018,3,38.08
East,2017,10,-23.9372
West,2017,11,95.2
Central,2018,12,5.6112
East,2017,3,87.89
East,2017,2,36.4736
East,2016,9,76.3152
East,2016,9,89.3142
West,2016,11,33.936
West,2016,11,41.1208
West,2016,11,4.1832
West,2016,11,-30.147
West,2017,7,-32.3673
West,2018,11,366.6348
West,2018,11,-73.0548
West,2018,11,32.688
South,2017,2,68.6868
West,2015,7,1.4112
West,2015,7,14.1426
West,2015,7,4.0664
Central,2017,1,52.8228
East,2017,9,37.2186
West,2018,12,142.485
West,2017,9,449.991
West,2016,8,-188.7
East,2016,11,-480.2032
East,2016,11,-24.0435
Central,2018,5,-10.1736
Central,2018,5,-0.9933
Central,2018,7,20.5764
Central,2016,9,2.934
Central,2016,9,-12.148
East,2017,12,29.5254
East,2016,10,9.3312
East,2016,10,3.6162
East,2018,11,18.6624
East,2018,11,76.9816
South,2016,11,-4.2336
South,2016,11,9.8352
South,2016,11,25.1808
West,2016,12,4.3904
South,2018,9,-1.1196
South,2018,9,7.196
South,2018,9,5.4432
Central,2018,4,-18.2525
Central,2018,4,-18.196
East,2016,11,16.7875
East,2016,11,142.9948
East,2016,11,4.728
East,2016,11,2229.024
East,2016,11,115.5528
South,2016,4,-76.6062
South,2016,4,0.4264
South,2016,9,-913.176
South,2016,9,-58.8736
South,2018,9,7.1372
Central,2017,11,-17.784
Central,2017,11,19.6305
South,2016,9,-4.6464
South,2016,9,3.799
South,2016,9,-1.8106
South,2016,9,-2.2848
Central,2015,10,0.8688
Central,2015,10,-19.0656
Central,2015,10,1.7248
Central,2015,10,-3.0396
Central,2015,10,-3.768
Central,2015,2,-2.5248
West,2017,6,83.646
West,2017,6,6.2208
East,2018,11,91.056
East,2018,11,20.0851
East,2017,4,7.4376
East,2017,4,8.0652
East,2017,4,37.7874
South,2017,6,9.7119
South,2017,6,291.3778
West,2015,9,42.3625
West,2015,9,0.4068
South,2018,5,0.416
South,2018,5,-458.1468
South,2018,5,0
South,2018,10,-0.7748
South,2018,10,2.502
South,2018,10,1.112
South,2018,10,6.0412
East,2015,9,8.3104
East,2015,9,57.12
West,2015,8,50.396
West,2015,8,31.6128
South,2015,8,10.3473
Central,2016,5,-191.619
Central,2016,5,3.6784
East,2017,5,-123.998
Central,2016,3,-16.818
Central,2016,3,-1.8848
Central,2016,3,-470.548
Central,2016,3,6.0416
West,2018,8,89.997
West,2018,8,92.2368
West,2018,8,27.2952
West,2018,8,11.685
West,2018,8,12.2465
West,2018,8,37.764
Central,2017,6,180.7659
Central,2017,6,3.7694
Central,2017,6,44.4704
South,2017,12,9.3312
South,2016,9,-10.0372
East,2015,12,30.735
East,2015,12,12.8499
East,2015,4,5.1948
Central,2018,1,-47.175
Central,2018,1,2.772
Central,2018,1,250.396
Central,2018,1,3.1536
East,2017,12,313.2624
West,2017,10,4.8392
East,2016,6,0.2996
East,2018,6,282.2092
East,2016,6,15.6078
South,2017,2,-2.7588
South,2017,2,-26.726
South,2017,2,32.4342
South,2018,4,87.7578
South,2018,5,22.0158
South,2018,5,25.875
Central,2016,12,137.264
Central,2016,12,14.2272
Central,2016,12,135.456
Central,2016,12,-33.6414
South,2015,8,10.8864
South,2015,8,4.1965
South,2015,8,41.7186
South,2015,8,15.8436
South,2015,8,-1.041
South,2015,8,0.9963
East,2016,12,-7.5768
West,2018,11,5.9696
East,2018,3,74.975
South,2017,5,12.744
South,2017,5,26.8752
South,2016,7,0.7392
South,2016,7,4.2717
West,2015,3,2.0748
Central,2016,4,81.432
West,2018,7,659.98
West,2018,7,45.294
West,2015,10,8.2782
West,2018,11,36.4776
Central,2017,8,15.552
Central,2017,8,19.2556
Central,2017,8,35.6776
West,2017,7,11.151
Central,2015,3,8.5845
Central,2015,3,-43.0296
South,2018,1,24.4608
South,2018,1,764.3818
Central,2015,7,-14.6388
Central,2015,7,0.5668
Central,2015,7,3.9004
Central,2015,7,5.6112
South,2018,4,0.1533
South,2018,4,2.3616
East,2018,11,3.363
Central,2016,12,4.504
Central,2017,9,-24.9984
East,2017,11,2.2724
East,2017,11,20.585
South,2018,9,5.397
South,2018,9,13.8579
Central,2018,7,-4.5824
Central,2018,7,-164.836
East,2018,10,68.976
East,2018,10,3.1104
East,2018,11,2.5216
East,2017,3,3.363
East,2017,3,88.725
East,2017,3,8.7906
East,2017,3,23.31
East,2018,5,149.76
South,2017,7,3.157
South,2015,12,11.7208
South,2015,12,184.26
West,2018,4,-38.2116
South,2015,11,15.552
West,2018,6,16.5888
South,2017,11,19.8072
South,2015,3,22.2
South,2015,3,6.5904
South,2015,3,-10.9188
East,2016,4,13.188
East,2016,4,3.792
East,2016,4,58.66
East,2016,4,10.449
East,2016,4,3.1104
East,2018,5,7.3008
East,2018,5,-17.592
East,2018,5,-112.041
East,2018,5,-44.94
East,2018,5,2.8
South,2017,8,41.0388
West,2015,4,24.3824
West,2015,4,9.2386
West,2015,4,91.3248
Central,2018,1,3.968
Central,2018,1,-13.58
Central,2018,1,-169.637
Central,2018,1,27.9108
South,2018,4,84.5982
West,2018,1,60.4768
West,2015,9,7.3872
West,2015,9,9.6632
West,2015,9,31.47
West,2017,6,33.8517
West,2017,10,21.294
Central,2015,12,-8.4728
West,2017,11,33.7266
West,2017,11,4.461
West,2016,1,23.5872
West,2016,1,17.55
South,2018,3,8.048
Central,2016,11,-14.5764
Central,2016,11,5.6376
Central,2016,11,69.965
Central,2015,9,3.405
West,2017,3,-20.1362
Central,2017,2,0
East,2017,11,14.9925
East,2017,11,6.4128
West,2018,9,4.1328
East,2016,5,2.436
East,2016,5,21.714
East,2015,11,22.0748
East,2017,12,6.2292
West,2018,12,5.7624
East,2018,12,9.8856
East,2017,12,35.8644
East,2017,12,48.906
East,2017,12,297.6435
East,2017,12,-47.0583
South,2015,6,108.7408
Central,2015,9,-11.52
East,2018,11,-35.5136
West,2016,4,0.8058
East,2016,12,78.435
East,2016,12,12.8058
East,2016,12,11.1132
West,2017,2,48.5392
East,2018,7,5.8744
East,2018,7,58.179
East,2018,7,9.1954
East,2018,7,8.673
East,2018,7,45.487
West,2016,12,38.6848
South,2017,11,-199.5076
South,2017,5,9.1938
Central,2018,3,-173.3472
Central,2017,12,18.144
Central,2017,12,-6.21
Central,2018,4,49.9704
West,2018,5,46.225
West,2018,5,26.07
West,2018,5,63.107
West,2018,5,2.6784
West,2018,5,87.9912
East,2018,10,4.95
East,2018,10,8.771
East,2018,10,17.4064
East,2018,10,129.294
East,2017,8,-12.288
West,2016,10,0.9576
Central,2018,11,0.1744
West,2018,11,-10.9116
East,2017,12,-30.392
West,2018,12,-45.24
Central,2015,3,6.465
East,2018,11,112.422
Central,2015,9,-1.3608
Central,2015,9,2.14
Central,2015,9,-6.723
Central,2015,9,-13.6832
West,2016,9,16.5242
East,2016,12,4.4604
West,2015,5,51.36
Central,2018,3,4.9616
East,2017,12,3.4398
West,2018,5,27.4352
East,2017,3,-71.99
East,2017,3,-1.4982
Central,2017,6,3.9424
East,2017,3,-12.5103
East,2018,10,-13.7568
East,2018,10,14.7
East,2018,10,50.5632
East,2018,10,-127.5792
East,2018,10,21.2856
East,2018,10,0.666
West,2015,4,125.997
Central,2017,4,-93.4724
Central,2017,4,77.7468
Central,2017,4,-67.137
West,2017,5,22.2384
Central,2018,5,-29.0073
Central,2018,5,-6.237
Central,2015,8,-39.804
Central,2015,8,-19.8144
East,2015,8,11.891
East,2015,8,9.594
Central,2016,9,3.6
West,2015,3,22.6782
West,2016,5,-2.918
East,2016,4,3.0498
East,2016,4,144.3546
West,2017,9,3.1248
Central,2017,11,241.1046
South,2018,4,-14.5176
South,2018,4,11.9196
South,2018,4,-11.6928
East,2016,11,4.9648
South,2018,4,1.05
South,2016,10,0.9952
East,2018,4,-29.0536
East,2018,4,23.7742
West,2018,10,16.2342
East,2016,10,269.308
West,2018,12,1.6704
West,2017,3,8.991
Central,2015,7,10.0744
East,2017,5,3.3312
East,2018,2,9.936
Central,2017,9,41.013
West,2018,9,71.928
West,2018,3,21.0128
West,2018,3,53.2608
West,2018,3,5.97
South,2017,2,2799.984
South,2017,2,18.2
South,2017,2,7.1022
West,2018,7,0.1188
Central,2016,10,20.4984
Central,2016,10,161.9919
Central,2016,10,-10.336
West,2017,12,-6.21
East,2015,3,15.4752
East,2015,3,177.5889
East,2015,3,5.3998
East,2015,3,16.7508
East,2015,3,45.9754
West,2016,3,1.1988
West,2016,3,-20.7846
West,2015,2,6.2208
Central,2017,5,-110.0232
Central,2017,3,-14.1696
Central,2017,3,8.388
Central,2017,3,49.3938
Central,2016,12,61.3305
Central,2016,12,31.4975
Central,2016,12,10.35
East,2017,12,8.9544
Central,2017,2,-77.4732
South,2018,6,7.2576
South,2016,8,8.2344
South,2016,8,10.0128
East,2017,4,0.9828
Central,2018,6,-17.4432
East,2018,12,1.5588
East,2018,12,45.555
East,2018,12,18.1764
East,2017,1,8.9362
Central,2017,4,0.2598
West,2018,9,27.93
East,2018,3,-7.396
East,2018,3,7.6896
East,2018,3,-3.462
East,2018,3,43.9956
East,2018,3,3.389
West,2018,11,-36.2136
Central,2017,11,16.68
Central,2017,11,6.3296
Central,2017,11,24.843
Central,2017,11,35.0973
South,2016,1,4.8118
West,2015,5,3.384
East,2016,6,-12.208
East,2016,6,9.072
East,2016,6,1.002
West,2018,3,59.998
West,2018,3,9.6375
East,2016,12,1.6784
East,2016,12,0
East,2015,8,83.9916
South,2017,3,8.7032
South,2017,3,11.1776
South,2017,3,15.9446
West,2016,12,17.55
West,2016,12,6.048
West,2016,9,4.004
Central,2016,7,2.0358
Central,2016,7,3.4276
Central,2015,5,134.9955
South,2018,11,23.992
South,2017,12,158.529
South,2016,3,89.5888
South,2016,3,-33.8418
Central,2017,12,39.6879
Central,2017,12,14.742
Central,2017,12,35.985
Central,2017,12,14.8365
Central,2017,12,-0.7566
Central,2017,4,378.274
South,2018,4,-3.5508
South,2018,4,-8.2764
Central,2017,11,6.7176
Central,2017,11,5.5216
East,2017,11,10.8864
East,2017,12,314.8418
East,2017,12,77.8232
East,2017,12,89.997
Central,2017,4,3.21
Central,2015,11,-199.77
East,2016,10,11.5432
West,2015,9,0.1134
South,2018,8,0.896
East,2018,7,26.598
Central,2018,12,97.2032
Central,2018,12,7.79
South,2017,12,1.2006
Central,2015,5,-5.9409
Central,2015,5,3.6288
Central,2015,5,-3.6372
